episode_cluster_id,flow_episode_id,phase4_split,dependency_group,source_class,signal_family_id,evidence_date,days_from_onset,active_flow_episode_id,clean_pre_onset_signal,is_update
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-048-2024,2024-03-11,12.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-048-2024,2024-03-11,12.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-049-2024,2024-03-12,13.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-049-2024,2024-03-12,13.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-049-2024,2024-03-12,13.0,,False,True
E032,32,validation,E032,IUA_JWC_LMA,JWLA-034,2026-07-29,690.0,51.0,False,False
E032,32,validation,E032,IUA_JWC_LMA,JWLA-034,2026-07-29,690.0,51.0,False,False
E047,47,test,E047,GARD,GARD-COMPANY-NEWS-2025,2025-10-22,-25.0,,False,False
E047,47,test,E047,IUA_JWC_LMA,JWLA-034,2026-07-29,255.0,51.0,False,False
E047,47,test,E047,IUA_JWC_LMA,JWLA-034,2026-07-29,255.0,51.0,False,False
